"filename", "language", "JSON", "JSON with Comments", "TypeScript", "SCSS", "Log", "HTML", "Markdown", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\settings\settings.html", "HTML", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 1, 40
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\settings\settings.scss", "SCSS", 0, 0, 0, 103, 0, 0, 0, 0, 0, 4, 16, 123
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\settings\settings.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\settings\settings.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 6, 55
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\sidebar\sidebar.html", "HTML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 1, 32
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\sidebar\sidebar.scss", "SCSS", 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 37, 214
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\sidebar\sidebar.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\sidebar\sidebar.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\data\auth.actions.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\data\auth.effects.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\data\auth.facade.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 7, 32
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\data\auth.reducer.ts", "TypeScript", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 7, 115
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\data\auth.selectors.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\guards\auth.guard.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 5, 30
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\libs\firebase-auth-error.mapper.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\login\login.html", "HTML", 0, 0, 0, 0, 0, 79, 0, 0, 0, 1, 8, 88
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\login\login.scss", "SCSS", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\login\login.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\login\login.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 4, 64
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\signup\signup.html", "HTML", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 8, 102
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\signup\signup.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\signup\signup.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\auth\signup\signup.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 6, 61
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\create-list-resume-switch\create-list-resume-switch.html", "HTML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\create-list-resume-switch\create-list-resume-switch.scss", "SCSS", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 7, 59
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\create-list-resume-switch\create-list-resume-switch.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\create-list-resume-switch\create-list-resume-switch.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\generate-btn\generate-btn.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\generate-btn\generate-btn.scss", "SCSS", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 56
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\generate-btn\generate-btn.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\generate-btn\generate-btn.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\tone-choose\tone-choose.html", "HTML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\tone-choose\tone-choose.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\tone-choose\tone-choose.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\buttons\tone-choose\tone-choose.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\about\about.html", "HTML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 2, 4, 42
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\about\about.scss", "SCSS", 0, 0, 0, 105, 0, 0, 0, 0, 0, 2, 13, 120
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\about\about.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\about\about.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\contact\contact.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 1, 63
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\contact\contact.scss", "SCSS", 0, 0, 0, 85, 0, 0, 0, 0, 0, 5, 14, 104
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\contact\contact.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\contact\contact.ts", "TypeScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 9, 75
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\data\landing.facade.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\faq.html", "HTML", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 12
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\faq.interface.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\faq.scss", "SCSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\faq.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\faq.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 2, 35
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\qa-item\qa-item.html", "HTML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\qa-item\qa-item.scss", "SCSS", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\qa-item\qa-item.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\faq\qa-item\qa-item.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\features\features.html", "HTML", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 2, 29
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\features\features.scss", "SCSS", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 11, 87
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\features\features.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\features\features.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 4, 53
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\footer\footer.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\footer\footer.scss", "SCSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\footer\footer.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\footer\footer.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\header\header.html", "HTML", 0, 0, 0, 0, 0, 128, 0, 0, 0, 7, 6, 141
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\header\header.scss", "SCSS", 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 36, 302
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\header\header.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\header\header.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 16, 90
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\hero\hero.html", "HTML", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 5, 38
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\hero\hero.scss", "SCSS", 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 29, 248
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\hero\hero.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\hero\hero.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing-cta\landing-cta.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 2, 21
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing-cta\landing-cta.scss", "SCSS", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing-cta\landing-cta.spec.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 14, 65
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing-cta\landing-cta.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 1, 12
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing.scss", "SCSS", 0, 0, 0, 65, 0, 0, 0, 0, 0, 2, 12, 79
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\landing.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 10, 87
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\privacy-policy\privacy-policy.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 11, 75
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\privacy-policy\privacy-policy.scss", "SCSS", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 12, 66
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\privacy-policy\privacy-policy.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\terms-of-service\terms-of-service.html", "HTML", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 12, 73
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\terms-of-service\terms-of-service.scss", "SCSS", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 12, 66
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\legal\terms-of-service\terms-of-service.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\checkouts.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\checkouts.routes.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 5, 40
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\checkouts.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\checkouts.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\checkouts.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\failure\failure.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\failure\failure.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\failure\failure.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\failure\failure.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\success\success.html", "HTML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\success\success.scss", "SCSS", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\success\success.spec.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\checkouts\success\success.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\billing.actions.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\billing.effects.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 6, 62
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\billing.facade.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\billing.reducer.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 5, 54
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\billing.selectors.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\data\plan-config.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-card\pricing-card.html", "HTML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 5, 37
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-card\pricing-card.scss", "SCSS", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 18, 122
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-card\pricing-card.spec.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 19, 87
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-card\pricing-card.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-plans.html", "HTML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 30
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-plans.scss", "SCSS", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-plans.spec.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\pricing-plans\pricing-plans.ts", "TypeScript", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 11, 156
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\simple-steps.html", "HTML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\simple-steps.scss", "SCSS", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 10, 54
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\simple-steps.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\simple-steps.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 2, 36
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\step\step.html", "HTML", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\step\step.scss", "SCSS", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 9, 76
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\step\step.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\landing\simple-steps\step\step.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo-short\logo-short.html", "HTML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo-short\logo-short.scss", "SCSS", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo-short\logo-short.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo-short\logo-short.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo\logo.html", "HTML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo\logo.scss", "SCSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo\logo.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\logos\logo\logo.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\testing\spec-providers.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 2, 52
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\index.html", "HTML", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 5, 65
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\main.server.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\main.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
